FREQ,Frequency,REF_AREA,Territory,DATA_TYPE,Indicator,SEX,Sex (DESC),AGE,Age (DESC),EDU_LEV_HIGHEST,Highest level of education attained,,Time (TIME_PERIOD),Observation,OBS_STATUS,Observation status
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y50-64,50-64 years,13,'No educational degree, doctoral and specialization courses)',2023-Q2,51.623768,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y50-64,50-64 years,7,Upper and post secondary, primary and lower secondary school certificate',2021-Q2,9.362991,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y50-64,50-64 years,7,Upper and post secondary, primary and lower secondary school certificate',2021-Q3,11.819768,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y50-64,50-64 years,7,Upper and post secondary, primary and lower secondary school certificate',2021-Q4,9.550166,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y50-64,50-64 years,7,Upper and post secondary, primary and lower secondary school certificate',2022-Q1,9.099518,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y50-64,50-64 years,7,Upper and post secondary, primary and lower secondary school certificate',2022-Q2,9.599652,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y50-64,50-64 years,7,Upper and post secondary, primary and lower secondary school certificate',2022-Q3,10.342771,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y50-64,50-64 years,7,Upper and post secondary, primary and lower secondary school certificate',2022-Q4,6.821955,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y50-64,50-64 years,7,Upper and post secondary, primary and lower secondary school certificate',2023-Q1,8.120693,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y50-64,50-64 years,7,Upper and post secondary, primary and lower secondary school certificate',2023-Q2,7.741824,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y50-64,50-64 years,11,'Tertiary (university, doctoral and specialization courses)',2021-Q2,55.300119,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y50-64,50-64 years,11,'Tertiary (university, doctoral and specialization courses)',2021-Q3,48.009937,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y50-64,50-64 years,11,'Tertiary (university, doctoral and specialization courses)',2021-Q4,53.509853,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y50-64,50-64 years,11,'Tertiary (university, doctoral and specialization courses)',2022-Q1,57.518747,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y50-64,50-64 years,11,'Tertiary (university, doctoral and specialization courses)',2022-Q2,59.242348,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y50-64,50-64 years,11,'Tertiary (university, doctoral and specialization courses)',2022-Q3,48.734214,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y50-64,50-64 years,11,'Tertiary (university, doctoral and specialization courses)',2022-Q4,59.04529,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y50-64,50-64 years,11,'Tertiary (university, doctoral and specialization courses)',2023-Q1,62.48529,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y50-64,50-64 years,11,'Tertiary (university, doctoral and specialization courses)',2023-Q2,51.623768,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y50-64,50-64 years,99,Total, primary and lower secondary school certificate',2021-Q2,14.782389,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y50-64,50-64 years,99,Total, primary and lower secondary school certificate',2021-Q3,16.936572,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y50-64,50-64 years,99,Total, primary and lower secondary school certificate',2021-Q4,14.551611,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y50-64,50-64 years,99,Total, primary and lower secondary school certificate',2022-Q1,14.014827,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y50-64,50-64 years,99,Total, primary and lower secondary school certificate',2022-Q2,15.125411,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y50-64,50-64 years,99,Total, primary and lower secondary school certificate',2022-Q3,17.538548,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y50-64,50-64 years,99,Total, primary and lower secondary school certificate',2022-Q4,11.892085,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y50-64,50-64 years,99,Total, primary and lower secondary school certificate',2023-Q1,13.526933,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y50-64,50-64 years,99,Total, primary and lower secondary school certificate',2023-Q2,13.958598,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y20-64,20-64 years,13,'No educational degree, doctoral and specialization courses)',2021-Q2,64.481284,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y20-64,20-64 years,13,'No educational degree, doctoral and specialization courses)',2021-Q3,61.910235,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y20-64,20-64 years,13,'No educational degree, doctoral and specialization courses)',2021-Q4,68.050329,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y20-64,20-64 years,13,'No educational degree, doctoral and specialization courses)',2022-Q1,70.583489,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y20-64,20-64 years,13,'No educational degree, doctoral and specialization courses)',2022-Q2,70.454676,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y20-64,20-64 years,13,'No educational degree, doctoral and specialization courses)',2022-Q3,61.661099,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y20-64,20-64 years,13,'No educational degree, doctoral and specialization courses)',2022-Q4,71.850609,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y20-64,20-64 years,13,'No educational degree, doctoral and specialization courses)',2023-Q1,72.150406,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y20-64,20-64 years,13,'No educational degree, doctoral and specialization courses)',2023-Q2,67.7429,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y20-64,20-64 years,7,Upper and post secondary, primary and lower secondary school certificate',2021-Q2,48.949861,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y20-64,20-64 years,7,Upper and post secondary, primary and lower secondary school certificate',2021-Q3,52.365487,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y20-64,20-64 years,7,Upper and post secondary, primary and lower secondary school certificate',2021-Q4,51.193081,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y20-64,20-64 years,7,Upper and post secondary, primary and lower secondary school certificate',2022-Q1,48.105061,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y20-64,20-64 years,7,Upper and post secondary, primary and lower secondary school certificate',2022-Q2,48.273796,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y20-64,20-64 years,7,Upper and post secondary, primary and lower secondary school certificate',2022-Q3,53.626681,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y20-64,20-64 years,7,Upper and post secondary, primary and lower secondary school certificate',2022-Q4,52.345733,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y20-64,20-64 years,7,Upper and post secondary, primary and lower secondary school certificate',2023-Q1,53.430791,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y20-64,20-64 years,7,Upper and post secondary, primary and lower secondary school certificate',2023-Q2,58.968228,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y20-64,20-64 years,11,'Tertiary (university, doctoral and specialization courses)',2021-Q2,86.27577,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y20-64,20-64 years,11,'Tertiary (university, doctoral and specialization courses)',2021-Q3,81.242414,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y20-64,20-64 years,11,'Tertiary (university, doctoral and specialization courses)',2021-Q4,84.132164,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y20-64,20-64 years,11,'Tertiary (university, doctoral and specialization courses)',2022-Q1,87.741766,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y20-64,20-64 years,11,'Tertiary (university, doctoral and specialization courses)',2022-Q2,88.320723,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y20-64,20-64 years,11,'Tertiary (university, doctoral and specialization courses)',2022-Q3,83.14068,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y20-64,20-64 years,11,'Tertiary (university, doctoral and specialization courses)',2022-Q4,86.175909,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y20-64,20-64 years,11,'Tertiary (university, doctoral and specialization courses)',2023-Q1,88.747795,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y20-64,20-64 years,11,'Tertiary (university, doctoral and specialization courses)',2023-Q2,89.618024,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y20-64,20-64 years,99,Total, primary and lower secondary school certificate',2021-Q2,35.43708,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y20-64,20-64 years,99,Total, primary and lower secondary school certificate',2021-Q3,38.588555,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y20-64,20-64 years,99,Total, primary and lower secondary school certificate',2021-Q4,41.368152,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y20-64,20-64 years,99,Total, primary and lower secondary school certificate',2022-Q1,39.981761,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y20-64,20-64 years,99,Total, primary and lower secondary school certificate',2022-Q2,40.480088,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y20-64,20-64 years,99,Total, primary and lower secondary school certificate',2022-Q3,42.343545,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y20-64,20-64 years,99,Total, primary and lower secondary school certificate',2022-Q4,41.901745,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y20-64,20-64 years,99,Total, primary and lower secondary school certificate',2023-Q1,36.991381,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y20-64,20-64 years,99,Total, primary and lower secondary school certificate',2023-Q2,41.508887,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y15-64,15-64 years,13,'No educational degree, doctoral and specialization courses)',2021-Q2,82.608144,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y15-64,15-64 years,13,'No educational degree, doctoral and specialization courses)',2021-Q3,82.966319,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y15-64,15-64 years,13,'No educational degree, doctoral and specialization courses)',2021-Q4,82.620109,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y15-64,15-64 years,13,'No educational degree, doctoral and specialization courses)',2022-Q1,81.967652,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y15-64,15-64 years,13,'No educational degree, doctoral and specialization courses)',2022-Q2,82.223544,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y15-64,15-64 years,13,'No educational degree, doctoral and specialization courses)',2022-Q3,84.045985,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y15-64,15-64 years,13,'No educational degree, doctoral and specialization courses)',2022-Q4,83.868383,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y15-64,15-64 years,13,'No educational degree, doctoral and specialization courses)',2023-Q1,81.536307,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y15-64,15-64 years,13,'No educational degree, doctoral and specialization courses)',2023-Q2,80.001781,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y15-64,15-64 years,7,Upper and post secondary, primary and lower secondary school certificate',2021-Q2,39.559984,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y15-64,15-64 years,7,Upper and post secondary, primary and lower secondary school certificate',2021-Q3,43.09784,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y15-64,15-64 years,7,Upper and post secondary, primary and lower secondary school certificate',2021-Q4,44.294171,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y15-64,15-64 years,7,Upper and post secondary, primary and lower secondary school certificate',2022-Q1,42.656078,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y15-64,15-64 years,7,Upper and post secondary, primary and lower secondary school certificate',2022-Q2,42.843605,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y15-64,15-64 years,7,Upper and post secondary, primary and lower secondary school certificate',2022-Q3,46.406416,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y15-64,15-64 years,7,Upper and post secondary, primary and lower secondary school certificate',2022-Q4,44.318458,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y15-64,15-64 years,7,Upper and post secondary, primary and lower secondary school certificate',2023-Q1,42.563535,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y15-64,15-64 years,7,Upper and post secondary, primary and lower secondary school certificate',2023-Q2,46.53413,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y15-64,15-64 years,11,'Tertiary (university, doctoral and specialization courses)',2021-Q2,79.17646,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y15-64,15-64 years,11,'Tertiary (university, doctoral and specialization courses)',2021-Q3,76.168548,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y15-64,15-64 years,11,'Tertiary (university, doctoral and specialization courses)',2021-Q4,79.000149,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y15-64,15-64 years,11,'Tertiary (university, doctoral and specialization courses)',2022-Q1,81.019175,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y15-64,15-64 years,11,'Tertiary (university, doctoral and specialization courses)',2022-Q2,81.33632,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y15-64,15-64 years,11,'Tertiary (university, doctoral and specialization courses)',2022-Q3,77.058352,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y15-64,15-64 years,11,'Tertiary (university, doctoral and specialization courses)',2022-Q4,81.2757,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y15-64,15-64 years,11,'Tertiary (university, doctoral and specialization courses)',2023-Q1,81.89584,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y15-64,15-64 years,11,'Tertiary (university, doctoral and specialization courses)',2023-Q2,80.28258,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y15-64,15-64 years,99,Total, primary and lower secondary school certificate',2021-Q2,32.500339,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y15-64,15-64 years,99,Total, primary and lower secondary school certificate',2021-Q3,35.435107,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y15-64,15-64 years,99,Total, primary and lower secondary school certificate',2021-Q4,36.070685,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y15-64,15-64 years,99,Total, primary and lower secondary school certificate',2022-Q1,34.36796,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y15-64,15-64 years,99,Total, primary and lower secondary school certificate',2022-Q2,34.7494,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y15-64,15-64 years,99,Total, primary and lower secondary school certificate',2022-Q3,38.085129,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y15-64,15-64 years,99,Total, primary and lower secondary school certificate',2022-Q4,35.811178,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y15-64,15-64 years,99,Total, primary and lower secondary school certificate',2023-Q1,34.257924,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y15-64,15-64 years,99,Total, primary and lower secondary school certificate',2023-Q2,37.194535,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y50-74,50-74 years,99,Total, doctoral and specialization courses)',2021-Q2,79.17646,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y50-74,50-74 years,99,Total, doctoral and specialization courses)',2021-Q3,76.14132,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y50-74,50-74 years,99,Total, doctoral and specialization courses)',2021-Q4,78.940747,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y50-74,50-74 years,99,Total, doctoral and specialization courses)',2022-Q1,81.019175,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y50-74,50-74 years,99,Total, doctoral and specialization courses)',2022-Q2,81.33632,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y50-74,50-74 years,99,Total, doctoral and specialization courses)',2022-Q3,77.058352,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y50-74,50-74 years,99,Total, doctoral and specialization courses)',2022-Q4,81.2757,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y50-74,50-74 years,99,Total, doctoral and specialization courses)',2023-Q1,81.89584,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y50-74,50-74 years,99,Total, doctoral and specialization courses)',2023-Q2,80.28258,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y15-74,15-74 years,13,'No educational degree, primary and lower secondary school certificate',2021-Q2,24.399317,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y15-74,15-74 years,13,'No educational degree, primary and lower secondary school certificate',2021-Q3,26.233975,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y15-74,15-74 years,13,'No educational degree, primary and lower secondary school certificate',2021-Q4,27.150975,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y15-74,15-74 years,13,'No educational degree, primary and lower secondary school certificate',2022-Q1,26.053142,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y15-74,15-74 years,13,'No educational degree, primary and lower secondary school certificate',2022-Q2,26.348774,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y15-74,15-74 years,13,'No educational degree, primary and lower secondary school certificate',2022-Q3,28.386138,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y15-74,15-74 years,13,'No educational degree, primary and lower secondary school certificate',2022-Q4,27.338304,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y15-74,15-74 years,13,'No educational degree, primary and lower secondary school certificate',2023-Q1,26.504437,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y15-74,15-74 years,13,'No educational degree, primary and lower secondary school certificate',2023-Q2,28.48882,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y15-74,15-74 years,7,Upper and post secondary, doctoral and specialization courses)',2021-Q2,73.238821,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y15-74,15-74 years,7,Upper and post secondary, doctoral and specialization courses)',2021-Q3,70.502918,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y15-74,15-74 years,7,Upper and post secondary, doctoral and specialization courses)',2021-Q4,73.560881,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y15-74,15-74 years,7,Upper and post secondary, doctoral and specialization courses)',2022-Q1,75.586388,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y15-74,15-74 years,7,Upper and post secondary, doctoral and specialization courses)',2022-Q2,75.582631,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y15-74,15-74 years,7,Upper and post secondary, doctoral and specialization courses)',2022-Q3,71.372042,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y15-74,15-74 years,7,Upper and post secondary, doctoral and specialization courses)',2022-Q4,75.422483,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y15-74,15-74 years,7,Upper and post secondary, doctoral and specialization courses)',2023-Q1,76.635331,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y15-74,15-74 years,7,Upper and post secondary, doctoral and specialization courses)',2023-Q2,74.862324,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y15-74,15-74 years,11,'Tertiary (university, primary and lower secondary school certificate',2021-Q2,17.729052,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y15-74,15-74 years,11,'Tertiary (university, primary and lower secondary school certificate',2021-Q3,19.007116,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y15-74,15-74 years,11,'Tertiary (university, primary and lower secondary school certificate',2021-Q4,19.538452,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y15-74,15-74 years,11,'Tertiary (university, primary and lower secondary school certificate',2022-Q1,18.805555,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y15-74,15-74 years,11,'Tertiary (university, primary and lower secondary school certificate',2022-Q2,19.078569,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y15-74,15-74 years,11,'Tertiary (university, primary and lower secondary school certificate',2022-Q3,20.459916,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y15-74,15-74 years,11,'Tertiary (university, primary and lower secondary school certificate',2022-Q4,19.7842,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y15-74,15-74 years,11,'Tertiary (university, primary and lower secondary school certificate',2023-Q1,19.120362,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y15-74,15-74 years,11,'Tertiary (university, primary and lower secondary school certificate',2023-Q2,20.59978,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y15-74,15-74 years,99,Total, doctoral and specialization courses)',2021-Q2,71.210536,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y15-74,15-74 years,99,Total, doctoral and specialization courses)',2021-Q3,68.84748,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y15-74,15-74 years,99,Total, doctoral and specialization courses)',2021-Q4,71.555222,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y15-74,15-74 years,99,Total, doctoral and specialization courses)',2022-Q1,73.378449,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y15-74,15-74 years,99,Total, doctoral and specialization courses)',2022-Q2,73.325622,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y15-74,15-74 years,99,Total, doctoral and specialization courses)',2022-Q3,69.281773,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y15-74,15-74 years,99,Total, doctoral and specialization courses)',2022-Q4,72.953361,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y15-74,15-74 years,99,Total, doctoral and specialization courses)',2023-Q1,74.328743,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y15-74,15-74 years,99,Total, doctoral and specialization courses)',2023-Q2,72.193541,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y50-89,50-89 years,99,Total, primary and lower secondary school certificate',2021-Q2,27.177525,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y50-89,50-89 years,99,Total, primary and lower secondary school certificate',2021-Q3,33.432053,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y50-89,50-89 years,99,Total, primary and lower secondary school certificate',2021-Q4,30.338809,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y50-89,50-89 years,99,Total, primary and lower secondary school certificate',2022-Q1,29.764755,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y50-89,50-89 years,99,Total, primary and lower secondary school certificate',2022-Q2,30.989502,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y50-89,50-89 years,99,Total, primary and lower secondary school certificate',2022-Q3,35.515622,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y50-89,50-89 years,99,Total, primary and lower secondary school certificate',2022-Q4,29.593673,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y50-89,50-89 years,99,Total, primary and lower secondary school certificate',2023-Q1,30.347782,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y50-89,50-89 years,99,Total, primary and lower secondary school certificate',2023-Q2,29.115541,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y15-89,15-89 years,13,'No educational degree, doctoral and specialization courses)',2021-Q2,54.279605,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y15-89,15-89 years,13,'No educational degree, doctoral and specialization courses)',2021-Q3,46.967462,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y15-89,15-89 years,13,'No educational degree, doctoral and specialization courses)',2021-Q4,54.698338,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y15-89,15-89 years,13,'No educational degree, doctoral and specialization courses)',2022-Q1,54.569906,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y15-89,15-89 years,13,'No educational degree, doctoral and specialization courses)',2022-Q2,58.364618,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y15-89,15-89 years,13,'No educational degree, doctoral and specialization courses)',2022-Q3,49.609621,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y15-89,15-89 years,13,'No educational degree, doctoral and specialization courses)',2022-Q4,55.5678,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y15-89,15-89 years,13,'No educational degree, doctoral and specialization courses)',2023-Q1,60.095857,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y15-89,15-89 years,13,'No educational degree, doctoral and specialization courses)',2023-Q2,53.703114,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y15-89,15-89 years,7,Upper and post secondary, primary and lower secondary school certificate',2021-Q2,13.420827,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y15-89,15-89 years,7,Upper and post secondary, primary and lower secondary school certificate',2021-Q3,16.476016,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y15-89,15-89 years,7,Upper and post secondary, primary and lower secondary school certificate',2021-Q4,14.735395,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y15-89,15-89 years,7,Upper and post secondary, primary and lower secondary school certificate',2022-Q1,14.359296,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y15-89,15-89 years,7,Upper and post secondary, primary and lower secondary school certificate',2022-Q2,15.505478,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y15-89,15-89 years,7,Upper and post secondary, primary and lower secondary school certificate',2022-Q3,15.598138,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y15-89,15-89 years,7,Upper and post secondary, primary and lower secondary school certificate',2022-Q4,13.515206,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y15-89,15-89 years,7,Upper and post secondary, primary and lower secondary school certificate',2023-Q1,13.939713,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y15-89,15-89 years,7,Upper and post secondary, primary and lower secondary school certificate',2023-Q2,14.083442,,
Q,Quarterly,IT,Italy,EMP_R,Employment rate,9,Total,Y15-89,15-89 years,11,'Tertiary (university, doctoral and specialization courses)',2021-Q2,54.279605,,
